date;time;temperatura;umidita;irraggiamento
2015-06-02;03:00;20.807;72.843;
2015-06-02;03:06;20.833;72.010;
2015-06-02;03:12;20.868;68.652;
2015-06-02;03:18;20.812;66.718;
2015-06-02;03:24;20.892;62.832;
2015-06-02;03:30;21.093;67.075;
2015-06-02;03:36;20.915;69.117;
2015-06-02;03:42;20.807;71.048;
2015-06-02;03:48;20.785;71.447;
2015-06-02;03:54;20.798;71.030;
2015-06-02;04:00;20.588;72.897;
2015-06-02;04:06;20.378;74.218;
2015-06-02;04:12;20.413;74.718;
2015-06-02;04:18;20.267;76.148;
2015-06-02;04:24;20.010;78.128;
2015-06-02;04:30;19.920;78.487;
2015-06-02;04:36;19.757;79.663;
2015-06-02;04:42;19.630;80.538;
2015-06-02;04:48;19.553;81.540;
2015-06-02;04:54;19.542;82.108;
2015-06-02;05:00;19.593;82.457;
2015-06-02;05:06;19.703;81.342;
2015-06-02;05:12;19.695;81.073;
2015-06-02;05:18;19.717;80.363;
2015-06-02;05:24;19.730;79.893;
2015-06-02;05:30;19.727;80.080;
2015-06-02;05:36;19.698;80.362;
2015-06-02;05:42;19.700;80.300;
2015-06-02;05:48;19.778;79.782;
2015-06-02;05:54;19.753;79.825;
2015-06-02;06:00;19.673;80.985;
2015-06-02;06:06;19.610;81.643;
2015-06-02;06:12;19.653;81.408;
2015-06-02;06:18;19.667;81.493;
2015-06-02;06:24;19.670;81.650;
2015-06-02;06:30;19.865;80.583;
2015-06-02;06:36;20.015;79.660;
2015-06-02;06:42;20.060;79.713;
2015-06-02;06:48;20.155;78.888;
2015-06-02;06:54;20.307;76.592;
2015-06-02;07:00;20.477;63.000;
2015-06-02;07:06;20.813;55.265;
2015-06-02;07:12;20.860;53.522;
2015-06-02;07:18;20.890;51.295;
2015-06-02;07:24;21.043;51.710;
2015-06-02;07:30;21.157;50.865;
2015-06-02;07:36;21.703;49.148;
2015-06-02;07:42;-41.608;47.752;
2015-06-02;07:48;-49.982;46.753;
2015-06-02;07:54;-48.030;44.572;
2015-06-02;08:00;-39.322;42.847;
2015-06-02;08:06;-41.910;42.025;
2015-06-02;08:12;-45.902;41.350;
2015-06-02;08:18;-17.708;41.695;
2015-06-02;08:24;3.213;41.203;
2015-06-02;08:30;8.042;40.415;
2015-06-02;08:36;13.277;38.895;
2015-06-02;08:42;15.427;38.672;
2015-06-02;08:48;17.313;37.605;
2015-06-02;08:54;17.790;37.360;
2015-06-02;09:00;16.737;37.485;
2015-06-02;09:06;16.502;37.927;
2015-06-02;09:12;17.343;37.262;
2015-06-02;09:18;17.702;39.002;
2015-06-02;09:24;19.597;38.090;
2015-06-02;09:30;20.907;37.158;
2015-06-02;09:36;21.442;36.587;
2015-06-02;09:42;21.422;36.512;
2015-06-02;09:48;21.607;36.472;
2015-06-02;09:54;21.730;35.317;
2015-06-02;10:00;22.182;36.395;
2015-06-02;10:06;22.615;37.507;
2015-06-02;10:12;23.225;37.565;
2015-06-02;10:18;22.922;38.965;
2015-06-02;10:24;22.952;38.687;
2015-06-02;10:30;22.863;38.200;
2015-06-02;10:36;23.415;36.625;
2015-06-02;10:42;22.950;35.757;
2015-06-02;10:48;23.485;35.402;
2015-06-02;10:54;23.932;35.443;
2015-06-02;11:00;23.735;36.123;
2015-06-02;11:06;23.912;36.387;
2015-06-02;11:12;23.847;37.240;
2015-06-02;11:18;23.477;37.555;
2015-06-02;11:24;23.335;38.220;
2015-06-02;11:30;23.553;37.528;
2015-06-02;11:36;23.582;37.392;
2015-06-02;11:42;24.007;37.940;
2015-06-02;11:48;25.037;37.340;
2015-06-02;11:54;25.945;36.813;
2015-06-02;12:00;25.480;37.063;
2015-06-02;12:06;25.510;36.227;
2015-06-02;12:12;26.003;36.710;
2015-06-02;12:18;25.987;36.775;
2015-06-02;12:24;25.895;36.108;
2015-06-02;12:30;25.615;37.318;
2015-06-02;12:36;26.040;36.650;
2015-06-02;12:42;26.042;37.747;
2015-06-02;12:48;26.268;36.672;
2015-06-02;12:54;25.740;37.313;
2015-06-02;13:00;26.408;36.482;
2015-06-02;13:06;26.868;34.660;
2015-06-02;13:12;26.922;34.985;
2015-06-02;13:18;26.382;36.083;
2015-06-02;13:24;26.257;35.798;
2015-06-02;13:30;26.965;35.335;
2015-06-02;13:36;26.422;37.187;
2015-06-02;13:42;27.152;35.662;
2015-06-02;13:48;26.822;35.870;
2015-06-02;13:54;26.818;35.608;
2015-06-02;14:00;27.003;35.135;
2015-06-02;14:06;27.710;33.428;
2015-06-02;14:12;26.813;34.727;
2015-06-02;14:18;27.068;35.307;
2015-06-02;14:24;27.287;34.273;
2015-06-02;14:30;27.292;34.807;
2015-06-02;14:36;27.448;33.210;
2015-06-02;14:42;27.327;32.922;
2015-06-02;14:48;28.042;32.227;
2015-06-02;14:54;27.675;32.142;
2015-06-02;15:00;28.320;30.682;
2015-06-02;15:06;27.775;32.143;
2015-06-02;15:12;27.645;31.147;
2015-06-02;15:18;28.062;29.735;
2015-06-02;15:24;27.965;29.210;
2015-06-02;15:30;27.697;30.017;
