#1
double data(5823,3)
12960,316.02,24.83
13320,316.19,24.83
13680,316.02,24.83
14040,315.84,24.83
14400,316.02,24.83
14760,316.36,24.83
15120,316.54,24.83
15480,316.54,24.83
15840,316.19,24.83
16920,316.54,24.51
17280,316.02,24.51
17640,316.36,24.51
18000,316.36,24.51
18360,316.71,24.51
19080,316.88,24.51
19440,316.36,24.51
19800,316.54,24.51
20160,317.06,24.51
20520,316.54,24.51
20880,Nan,Nan
21600,316.88,24.51
21960,316.71,24.51
22320,316.71,24.51
22680,317.23,24.51
23040,316.88,24.51
23400,316.88,24.51
23760,317.06,24.51
24120,317.23,24.51
24480,316.71,24.51
24840,317.06,24.51
25200,317.06,24.51
25560,317.23,24.51
25920,316.88,24.51
26280,317.06,24.51
26640,316.71,24.51
27000,316.54,24.51
27360,316.54,24.83
27720,316.02,24.51
28080,316.02,24.83
28440,316.19,24.83
28800,315.67,24.83
29160,315.5,24.83
29520,315.67,24.83
29880,315.32,24.83
30240,315.5,24.83
30600,315.15,24.83
30960,314.98,24.83
31320,314.46,24.83
31680,314.63,24.83
32040,Nan,Nan
32400,314.63,24.83
32760,314.28,24.83
33120,313.94,24.83
33480,314.11,24.83
33840,313.59,24.83
34200,313.42,24.83
34560,313.59,25.16
34920,313.59,25.16
35280,313.24,25.16
35640,313.07,25.16
36000,312.9,25.16
36360,312.72,25.16
36720,312.37,25.48
37080,312.37,25.48
37440,311.85,25.48
37800,311.51,25.48
38160,311.85,25.48
38520,311.33,25.8
38880,311.51,25.8
39600,310.81,25.8
39960,310.81,26.12
40680,Nan,Nan
41040,310.64,26.12
41400,310.12,26.45
41760,310.12,26.45
42120,309.95,26.45
43200,309.95,26.77
43560,309.95,26.77
43920,309.25,27.09
44280,309.43,27.09
44640,309.43,27.09
45360,Nan,Nan
45720,309.08,27.41
46800,308.56,27.74
47160,308.91,27.74
47520,308.91,27.74
47880,308.73,27.74
48240,308.39,27.74
48600,308.73,27.74
48960,308.91,28.06
50400,308.73,28.06
50760,308.56,28.06
51120,308.73,28.38
51480,308.21,28.38
51840,308.21,28.38
52560,308.21,28.38
52920,307.87,28.38
53280,Nan,Nan
54000,308.04,28.38
54360,Nan,Nan
55080,307.69,28.38
55440,307.52,28.38
55800,307.69,28.38
56160,307.87,28.38
56520,307.35,28.38
56880,Nan,Nan
57600,307.87,28.38
57960,307.69,28.38
58320,Nan,Nan
58680,307.35,28.38
59040,307.69,28.38
59400,307.69,28.38
59760,307.52,28.38
60120,307.35,28.38
60480,307.52,28.06
61200,307.87,28.06
61560,308.04,28.06
61920,307.52,28.06
62280,307.52,28.06
62640,307.52,28.06
63720,307.69,27.74
64080,307.87,27.74
65520,307.69,27.74
65880,308.39,27.74
66240,308.39,27.74
66600,308.04,27.41
66960,307.69,27.41
67320,308.21,27.41
68400,308.21,27.41
68760,308.04,27.41
69120,308.04,27.41
69480,308.04,27.41
69840,308.56,27.41
70560,Nan,Nan
70920,308.39,27.09
72000,308.39,27.09
72360,308.91,27.09
72720,309.25,27.09
73080,308.91,27.09
73440,308.73,27.09
73800,309.43,27.09
74160,309.08,26.77
74520,309.25,26.77
75600,309.43,26.77
75960,309.25,26.77
76320,309.6,26.77
76680,309.6,26.77
77040,309.43,26.77
77400,309.77,26.77
77760,309.6,26.45
78120,309.43,26.45
79200,309.6,26.45
79560,309.77,26.45
79920,309.95,26.45
80280,309.95,26.45
80640,309.6,26.45
81000,309.77,26.45
81360,310.12,26.45
81720,309.77,26.45
82080,Nan,Nan
82800,309.6,26.45
83160,310.12,26.45
83520,310.29,26.12
83880,309.95,26.45
84240,309.6,26.12
84600,Nan,Nan
84960,310.12,26.12
85320,310.12,26.12
85680,310.12,26.12
86040,309.77,26.12
0,309.77,26.12
360,309.95,26.12
720,309.95,26.12
1080,309.77,26.12
1440,309.77,26.12
1800,309.95,26.12
2160,309.77,26.12
2520,309.95,26.12
2880,310.47,26.12
3240,310.29,26.12
3600,310.12,26.12
3960,309.6,26.12
4320,310.12,26.12
4680,310.29,26.12
5400,310.29,25.8
5760,309.6,26.12
6120,309.77,25.8
6480,309.95,25.8
6840,309.6,25.8
7200,309.77,25.8
7560,310.29,25.8
7920,309.77,25.8
8280,309.6,25.8
8640,309.95,25.8
9000,309.95,25.8
9360,309.77,25.8
9720,310.12,25.8
10800,310.12,25.8
11160,310.12,25.8
11520,310.12,25.8
11880,309.95,25.8
12240,309.95,25.8
12600,310.12,25.8
12960,310.12,25.8
13320,309.95,25.8
13680,310.29,25.8
14040,310.12,25.8
14400,310.29,25.48
14760,310.64,25.48
15120,310.47,25.48
15480,310.29,25.48
15840,310.47,25.8
16200,310.12,25.8
16560,310.29,25.48
16920,310.47,25.48
17280,310.12,25.48
17640,310.29,25.48
18000,310.12,25.48
18360,310.12,25.48
18720,310.47,25.48
19080,310.81,25.48
19440,310.47,25.48
19800,310.81,25.48
20160,310.64,25.48
20520,310.81,25.48
20880,310.99,25.48
21240,310.64,25.48
21600,310.81,25.48
22680,310.64,25.48
23040,310.99,25.48
25560,Nan,Nan
25920,311.33,25.48
26280,310.99,25.48
26640,311.33,25.48
27000,311.16,25.48
27360,310.81,25.48
27720,310.81,25.48
28080,310.99,25.48
28440,311.51,25.48
28800,310.99,25.8
29160,311.16,25.48
29520,311.85,24.83
29880,316.19,23.22
30240,317.23,23.54
30600,317.06,24.19
30960,316.19,24.51
32040,313.76,25.16
32400,313.59,24.83
32760,314.98,24.51
33120,315.15,24.51
33480,314.63,24.83
33840,314.8,24.83
34200,313.94,25.16
34560,313.42,25.16
34920,313.42,25.16
35280,313.76,25.16
35640,313.24,25.48
37080,312.55,25.8
37440,313.24,25.8
38520,313.07,26.12
39600,312.55,26.45
39960,311.68,26.77
40680,311.33,26.77
41040,311.68,26.77
41400,311.33,27.09
41760,311.33,27.09
42120,311.16,27.09
43200,310.29,27.74
43560,309.77,27.74
43920,310.29,28.06
44280,309.77,28.06
44640,309.77,28.38
45000,309.6,28.38
45360,309.25,28.38
45720,309.43,28.38
46800,308.91,28.7
47160,Nan,Nan
47880,308.73,29.03
48240,308.91,29.03
48600,309.08,29.03
48960,308.39,29.03
49320,308.39,29.03
50400,308.73,29.35
50760,Nan,Nan
51120,308.91,29.35
51480,308.73,29.35
52200,309.6,29.03
52560,309.77,29.35
52920,309.95,27.41
53280,311.16,28.38
54000,312.03,27.09
54360,310.47,28.7
54720,309.25,29.03
55080,309.6,28.06
55440,310.99,28.06
55800,311.16,28.7
56160,309.77,29.03
56520,310.29,28.7
56880,310.12,29.35
57600,310.29,29.35
57960,309.77,29.35
58320,309.43,29.35
58680,309.25,29.67
59040,311.33,29.03
59400,309.95,29.35
59760,309.95,29.03
60120,309.6,29.35
60480,Nan,Nan
61200,310.47,29.03
61560,310.47,29.03
61920,310.47,29.03
62280,Nan,Nan
63000,310.81,28.7
63360,310.81,28.7
63720,310.64,28.7
64080,Nan,Nan
64800,311.16,28.38
65160,311.33,28.38
65520,311.33,28.38
65880,311.51,28.38
66240,311.51,28.38
66600,310.99,28.38
66960,311.68,28.38
67320,311.51,28.06
67680,Nan,Nan
68400,311.33,28.06
68760,311.51,28.06
69120,311.51,28.06
69480,311.33,28.06
69840,311.33,27.74
70200,311.68,27.74
70560,311.51,27.74
70920,311.85,27.74
72000,311.68,27.74
72360,311.68,27.41
72720,311.68,27.41
73080,312.03,27.41
73440,311.51,27.41
73800,311.85,27.41
74160,312.03,27.41
74520,311.51,27.41
75600,312.03,27.09
75960,311.85,27.09
76320,311.85,27.09
76680,311.68,27.09
77040,Nan,Nan
77400,311.85,27.09
77760,312.03,27.09
78120,311.68,27.09
78480,312.03,27.09
79200,311.85,27.09
79560,311.51,27.09
79920,312.03,26.77
80280,311.51,26.77
80640,311.51,26.77
81000,312.03,26.77
81360,311.51,26.77
81720,311.85,26.77
82080,311.33,26.77
82800,311.68,26.77
83160,311.33,26.77
83520,311.85,26.77
83880,311.33,26.77
84240,311.16,26.77
84600,311.68,26.77
84960,311.51,26.45
85320,311.51,26.45
85680,311.68,26.77
86040,311.85,26.45
0,311.68,26.45
360,311.51,26.77
720,311.51,26.45
1800,311.51,26.45
2160,311.33,26.45
2520,311.16,26.45
2880,311.51,26.45
3240,311.16,26.45
3960,Nan,Nan
4320,311.16,26.45
4680,311.16,26.45
5040,310.99,26.45
5400,311.51,26.45
5760,311.16,26.12
6120,311.51,26.12
6480,311.51,26.12
6840,311.68,26.12
7200,311.51,26.12
7560,311.33,26.12
7920,311.68,26.12
8280,Nan,Nan
9000,311.68,26.12
9360,Nan,Nan
10080,311.16,26.12
10440,311.85,26.12
10800,312.03,26.12
11160,311.51,26.12
11520,312.03,26.12
11880,311.68,26.12
12240,311.85,26.12
12600,311.85,26.12
12960,311.68,26.12
13320,311.68,26.12
13680,311.51,26.12
14040,311.68,26.12
14400,311.85,26.12
14760,311.85,26.12
15120,312.03,26.12
15480,312.37,25.8
15840,311.85,26.12
16200,312.03,26.12
16560,312.03,25.8
16920,Nan,Nan
17280,312.2,25.8
17640,312.03,26.12
18000,311.85,25.8
18360,312.2,25.8
18720,311.85,25.8
19080,312.2,25.8
19440,312.2,25.8
19800,312.03,25.8
20160,312.2,25.8
20520,312.55,25.8
20880,312.2,25.8
21240,312.55,25.8
21600,312.03,25.8
21960,312.72,25.8
22320,312.55,25.8
22680,312.9,25.8
23040,312.55,25.8
23400,312.37,25.8
23760,312.2,25.8
24120,312.37,25.8
24480,312.72,25.8
24840,312.37,25.8
25200,312.55,25.8
25560,312.9,25.8
25920,312.72,25.8
26280,312.9,25.8
26640,312.9,25.8
27000,313.07,25.8
27360,312.55,25.8
27720,312.55,25.8
28080,313.07,25.8
28440,312.72,25.8
28800,313.24,25.8
29160,312.9,25.8
29520,312.72,25.8
29880,312.72,26.12
30240,312.55,26.12
30600,315.84,25.8
30960,320.7,25.48
31320,322.26,25.48
31680,322.95,25.48
32040,322.78,25.8
32400,321.91,25.8
32760,322.09,25.8
33120,321.91,26.12
33480,321.74,26.12
33840,321.39,26.12
34200,321.74,26.12
34560,321.74,26.45
34920,321.39,26.77
36000,319.66,27.09
36360,319.49,27.09
36720,317.75,26.77
37080,316.36,26.77
37440,316.36,26.77
38160,317.23,25.48
38520,317.06,25.16
39600,317.75,24.83
39960,318.45,24.83
40320,318.45,24.83
40680,318.62,24.83
41040,318.79,24.83
41400,318.97,24.83
41760,319.49,24.83
42120,319.66,24.83
42480,Nan,Nan
43200,Nan,Nan
43560,319.83,24.83
43920,320.01,24.83
44280,320.01,25.16
44640,319.66,24.83
45720,319.66,24.83
46080,320.01,25.16
46800,319.83,25.16
47160,320.18,25.16
47520,320.18,25.16
47880,320.01,25.16
48240,320.18,25.16
48600,320.18,25.48
48960,320.18,25.48
49320,320.53,25.48
49680,320.01,25.48
50400,320.53,25.48
50760,320.53,25.48
51120,320.53,25.8
51480,320.7,25.8
51840,320.7,25.8
52200,320.53,25.48
52560,320.87,25.48
54000,322.09,25.8
54360,321.74,25.8
55080,322.26,25.48
55440,322.43,25.48
55800,323.3,25.48
56160,323.3,25.48
56520,322.61,25.48
57600,322.43,25.48
57960,321.91,25.48
58320,322.26,25.48
58680,321.57,25.16
59040,322.09,25.16
59400,322.26,25.16
59760,322.26,24.83
60120,321.91,24.83
61200,322.09,24.51
61560,322.09,24.83
61920,320.7,25.48
62280,319.49,25.8
62640,319.31,26.12
63000,319.31,26.12
63360,318.79,26.45
63720,318.45,26.45
65160,317.23,26.77
65520,317.23,26.77
65880,317.06,26.77
66240,316.88,26.77
66960,316.36,26.77
67320,316.71,26.77
68400,316.71,27.09
68760,316.54,26.77
69120,316.54,26.77
69480,Nan,Nan
69840,316.19,27.09
70200,316.36,27.09
70560,315.67,26.77
70920,315.67,27.09
71280,316.19,27.09
72000,316.02,27.09
72360,315.32,27.09
72720,315.5,27.09
73080,315.5,26.77
73440,315.5,26.77
73800,315.5,26.77
74160,315.67,26.77
74520,315.32,26.77
74880,315.67,26.77
75600,315.84,26.77
75960,315.5,26.77
76320,315.67,26.77
76680,315.15,26.77
77040,315.15,26.77
77400,315.15,26.77
77760,315.5,26.77
78120,315.15,26.77
78480,Nan,Nan
79200,315.15,26.77
79560,315.32,26.45
79920,315.32,26.45
80280,314.8,26.45
80640,315.32,26.45
81000,315.15,26.45
81360,315.32,26.45
81720,315.15,26.45
82080,Nan,Nan
82800,315.15,26.45
83160,315.15,26.45
83880,314.63,26.45
84240,314.98,26.45
84600,314.63,26.45
84960,315.15,26.45
85680,314.8,26.12
86040,314.98,26.45
720,314.8,26.45
1080,314.8,26.12
1440,314.63,26.12
1800,314.46,26.45
2160,314.63,26.12
2520,314.46,26.12
2880,314.63,26.12
3240,314.28,26.12
3600,314.63,26.12
3960,Nan,Nan
4680,314.46,26.12
5040,314.28,26.12
5400,314.28,26.12
5760,314.46,26.12
6120,314.28,26.12
6480,314.46,26.12
6840,314.63,26.12
7200,314.28,26.12
7560,314.28,26.12
7920,314.46,26.12
8280,314.28,26.12
8640,314.11,26.12
9000,314.46,26.12
9360,Nan,Nan
9720,314.46,26.12
10080,314.63,26.12
10800,314.46,26.12
11160,314.8,26.12
11520,314.63,26.12
11880,314.46,26.12
12240,314.98,26.12
12600,314.46,26.12
12960,314.28,26.12
13320,314.28,26.12
13680,314.8,26.12
14040,314.28,26.12
14400,314.28,26.12
14760,314.46,26.12
15480,Nan,Nan
15840,314.98,26.12
16200,314.63,26.12
16560,314.8,26.12
16920,314.28,26.12
17280,314.8,26.12
17640,314.46,25.8
18000,314.28,25.8
18360,314.46,25.8
18720,314.46,25.8
19080,314.98,25.8
19440,314.98,25.8
19800,314.98,25.8
20160,314.98,25.8
20520,314.63,25.8
20880,314.63,25.8
21240,314.63,25.8
21600,314.98,25.8
21960,314.98,25.8
22320,314.8,25.8
22680,314.8,25.8
23040,314.8,25.8
23400,314.63,25.8
23760,315.15,25.8
24120,314.63,25.8
24480,315.15,25.8
24840,314.63,25.8
25200,315.15,25.8
25560,314.46,25.8
25920,315.15,25.8
26280,314.98,25.8
26640,314.46,25.8
27000,314.63,26.12
27360,314.28,26.12
27720,314.28,26.12
28080,314.46,26.12
28440,314.28,26.12
29160,314.28,26.12
29520,314.46,26.12
29880,314.28,26.12
30240,314.46,26.12
30600,314.46,26.12
30960,313.94,26.12
31320,313.94,26.45
31680,316.54,24.83
32040,317.58,24.19
32400,317.92,24.19
32760,317.75,23.87
33120,317.75,23.54
33480,317.4,23.87
33840,317.58,24.19
34200,317.75,24.19
34560,318.27,23.87
34920,318.45,24.19
35280,318.62,24.19
35640,Nan,Nan
36000,318.97,24.19
36360,319.14,24.19
36720,319.14,23.87
37080,319.14,23.87
37440,319.66,23.87
37800,319.66,23.87
38160,319.14,23.87
38520,319.49,23.87
38880,319.66,24.19
39600,319.66,24.19
39960,320.18,24.19
40320,320.01,24.19
40680,320.7,24.19
41400,320.53,24.19
41760,321.05,24.19
42120,320.35,24.19
42480,320.53,24.51
43200,320.35,24.51
43560,320.53,24.51
43920,320.87,24.51
44280,320.87,24.51
44640,320.87,24.51
45000,321.05,24.51
45360,321.57,24.83
45720,321.91,24.83
47160,Nan,Nan
47520,322.43,25.16
47880,322.26,25.16
48240,321.74,25.48
48600,322.26,25.16
48960,321.74,25.48
49320,321.91,25.48
51120,321.91,25.8
51480,321.57,25.48
51840,322.09,25.48
52920,321.74,25.48
53280,Nan,Nan
54000,321.91,25.8
54360,Nan,Nan
55080,321.91,25.8
55440,321.91,25.48
55800,322.43,25.48
56160,322.43,25.16
56520,322.26,25.48
56880,Nan,Nan
57600,322.78,25.48
57960,322.61,25.48
58320,322.26,25.48
58680,322.26,25.48
59040,322.78,25.16
59400,322.95,25.16
59760,323.3,24.83
60120,322.78,25.16
60480,Nan,Nan
61200,323.13,24.83
61560,323.13,24.83
61920,Nan,Nan
62280,323.47,24.51
62640,322.95,24.51
63720,323.3,24.51
64080,322.95,24.51
64800,322.78,24.51
65160,323.13,24.19
65520,323.3,24.51
65880,322.95,24.19
66240,323.47,24.19
66600,323.13,24.19
66960,322.95,24.19
67320,323.47,24.19
67680,323.3,24.19
68400,323.13,23.87
68760,323.65,23.87
69480,Nan,Nan
69840,323.65,23.54
70200,323.82,23.54
70560,323.65,23.54
72000,323.99,23.22
72360,323.82,22.9
72720,323.99,23.22
73080,323.82,22.9
73440,323.82,22.9
73800,323.65,22.9
74160,323.65,22.9
74520,323.65,22.9
75600,323.65,22.58
75960,323.99,22.58
76320,323.47,22.25
77400,323.47,22.25
77760,323.3,22.25
78120,323.3,21.93
79200,322.78,21.93
80280,322.61,21.61
80640,322.78,21.61
81000,322.78,21.61
81360,322.61,21.61
81720,322.61,21.61
82800,322.43,21.29
83160,322.26,21.29
83520,322.26,21.29
83880,321.91,21.29
84240,322.26,21.29
84600,321.91,21.29
84960,321.91,20.96
85320,322.26,20.96
85680,321.91,20.96
86040,322.09,20.96
0,321.91,20.96
360,321.91,20.96
720,321.91,20.96
1080,321.74,20.96
1440,321.57,20.64
2520,321.57,20.64
2880,321.57,20.64
3600,321.22,20.64
3960,320.7,20.64
4320,321.05,20.64
4680,321.39,20.32
5040,321.22,20.32
5400,321.05,20.32
5760,320.7,20.32
6120,320.53,20.32
6480,320.53,20.32
6840,320.35,20.32
7200,321.22,20.32
7560,320.7,20.32
7920,320.87,20.32
8280,320.7,20.32
8640,320.53,20
9000,320.7,20.32
9360,320.35,20
9720,320.87,20
10080,321.05,20
10440,321.22,20
10800,321.39,20
11160,321.22,20
11520,321.22,20
12600,321.39,20
12960,321.57,20
13680,321.57,20
14040,321.22,20
14400,322.26,20
14760,321.74,20
15120,321.74,20
15480,321.57,20
15840,322.09,20
16200,322.09,19.67
16560,322.09,19.67
16920,322.09,19.67
17280,321.74,19.67
17640,321.74,19.67
18000,322.26,19.67
18360,321.91,19.67
18720,321.91,19.67
19080,321.74,19.67
19440,322.26,19.67
19800,321.91,19.67
20160,322.09,19.67
20520,322.09,19.67
20880,322.26,19.67
21240,322.09,19.35
21600,322.09,19.67
21960,321.74,19.67
22320,321.91,19.67
22680,322.26,19.67
23040,321.74,19.67
23400,322.26,19.67
23760,322.09,19.67
24120,321.91,19.67
25560,322.61,19.67
25920,322.61,19.67
27000,321.91,19.67
27360,322.26,19.67
27720,322.78,19.67
28080,Nan,Nan
28440,321.91,19.67
28800,322.26,19.67
29160,321.57,19.67
29520,321.39,19.67
29880,322.26,20
30240,322.26,20
30600,322.26,20
30960,322.26,20
31320,321.74,20
31680,321.74,20
32040,321.74,20
32400,321.74,20
32760,321.74,20
33120,321.57,20
33480,320.87,20
33840,321.05,20
34920,321.22,20
35280,320.87,20.32
35640,320.87,20.32
36720,321.22,20.32
37080,321.05,20.32
37440,320.53,20.32
37800,319.83,20.64
38160,320.01,20.64
38520,319.66,20.64
38880,Nan,Nan
39600,320.18,20.96
39960,320.35,20.96
40320,319.83,20.96
40680,319.83,20.96
41040,320.01,20.96
41400,319.66,21.29
41760,319.49,21.29
42120,318.97,21.29
43200,318.97,21.29
43560,318.97,21.29
43920,318.62,21.61
45000,317.75,21.61
45360,318.27,21.61
45720,317.92,21.61
47160,317.75,21.93
47520,317.23,21.93
47880,317.4,21.93
48240,317.58,21.93
48600,317.75,21.93
48960,317.4,21.93
49320,317.23,21.93
50400,317.4,21.93
50760,317.58,22.25
51120,317.75,22.25
51480,317.75,22.25
51840,317.58,22.25
52200,317.75,22.25
52560,317.92,22.25
52920,317.58,22.25
54000,318.27,22.25
54360,Nan,Nan
54720,318.79,22.25
55080,318.79,22.58
55440,318.62,22.58
55800,319.49,22.25
56160,319.49,22.25
56520,319.66,22.25
56880,320.18,22.25
57600,320.87,22.58
57960,320.87,22.58
58320,320.87,22.25
58680,321.74,22.25
59400,321.39,22.25
59760,321.91,22.25
60120,322.09,22.25
60480,321.91,22.25
61200,322.78,22.25
61560,322.78,22.25
62280,Nan,Nan
62640,323.3,22.25
63000,323.3,22.25
63360,323.65,22.25
63720,323.65,22.25
64080,Nan,Nan
64800,323.99,22.25
65160,324.34,22.25
65520,324.34,21.93
65880,324.52,21.93
66240,324.34,21.93
67320,324.34,21.93
67680,Nan,Nan
68400,324.86,21.93
68760,324.52,21.93
69120,324.86,21.93
69480,Nan,Nan
70200,324.52,21.61
70560,324.86,21.61
70920,324.86,21.61
71280,Nan,Nan
72000,325.21,21.61
72360,325.04,21.61
72720,324.52,21.29
73080,325.21,21.61
73440,324.86,21.29
73800,324.69,21.29
74160,325.04,21.29
74520,324.69,21.29
75600,324.86,20.96
75960,324.86,20.96
76320,324.69,20.96
76680,324.69,20.96
77040,324.34,20.96
77400,324.17,20.64
77760,324.34,20.64
78120,323.99,20.64
79200,323.47,20.32
79560,323.65,20.32
79920,323.13,20.32
80280,323.3,20.32
80640,Nan,Nan
81000,323.3,20.32
81360,322.95,20
82800,322.26,20
83160,322.26,20
83520,321.91,20
83880,321.57,19.67
84240,321.74,20
84600,322.09,20
84960,322.09,20
85320,322.09,19.67
85680,321.57,19.67
86040,321.91,19.67
0,321.91,19.67
360,322.09,19.67
720,322.43,19.67
1080,322.09,19.67
1440,322.26,19.67
1800,322.09,19.67
2160,321.91,19.67
2520,321.91,19.67
2880,322.61,19.67
3240,322.09,19.67
3600,322.26,19.67
3960,322.26,19.67
4320,322.26,19.35
4680,322.43,19.67
5040,322.61,19.67
5400,322.26,19.67
5760,322.26,19.35
6480,322.09,19.35
6840,322.43,19.35
7200,322.78,19.35
7560,322.95,19.35
7920,322.26,19.35
9000,322.43,19.35
9360,322.78,19.35
9720,322.61,19.35
10080,322.43,19.35
10440,322.78,19.35
11520,323.13,19.35
11880,322.95,19.35
12240,322.26,19.35
12600,322.61,19.35
12960,322.95,19.35
13320,322.78,19.35
13680,323.13,19.03
14040,322.61,19.03
14400,322.26,19.03
14760,322.43,19.03
15120,323.3,19.35
15480,322.95,19.35
15840,322.95,19.03
16200,322.61,19.03
16560,Nan,Nan
17280,322.95,19.35
17640,322.95,19.03
18000,322.95,19.03
18360,322.78,19.03
18720,323.13,19.03
19080,323.13,19.03
19440,323.47,19.03
19800,323.65,19.03
20160,322.78,19.03
20520,Nan,Nan
20880,322.95,19.03
21240,323.3,19.03
21600,323.3,19.03
21960,323.47,19.03
22320,322.95,19.03
22680,322.78,19.03
23040,323.13,19.03
23400,322.95,19.03
23760,323.3,19.03
24120,322.95,19.03
24480,323.13,19.03
24840,322.26,19.03
25200,322.78,19.35
25560,322.09,20
25920,321.39,20
26280,321.05,20.32
26640,320.01,20.32
27000,320.01,20.64
27360,320.7,20
27720,321.91,20
28080,321.91,20
28440,321.74,19.67
28800,321.39,19.67
29160,321.39,19.67
29880,321.91,19.67
30240,322.43,19.67
